txn_id,internal_amount,bank_amount,internal_date,bank_date,payment_method,noise_category,notes
TXN_101,4200,4200,2026-08-01,2026-08-01,UPI,"Standard 1:1 settlement match"
TXN_102,1850,1850,2026-08-01,2026-08-01,CREDIT_CARD,"Standard 1:1 settlement match"
TXN_103,7900,7900,2026-08-01,2026-08-01,NET_BANKING,"Standard 1:1 settlement match"
TXN_104,3100,3100,2026-08-01,2026-08-01,DEBIT_CARD,"Standard 1:1 settlement match"
TXN_105,5600,5600,2026-08-02,2026-08-02,UPI,"Standard 1:1 settlement match"
TXN_106,1200,1200,2026-08-02,2026-08-02,CREDIT_CARD,"Standard 1:1 settlement match"
TXN_107,8800,8800,2026-08-02,2026-08-02,NET_BANKING,"Standard 1:1 settlement match"
TXN_108,2400,2400,2026-08-02,2026-08-02,DEBIT_CARD,"Standard 1:1 settlement match"
TXN_109,6700,6700,2026-08-03,2026-08-03,UPI,"Standard 1:1 settlement match"
TXN_110,4900,4900,2026-08-03,2026-08-03,CREDIT_CARD,"Standard 1:1 settlement match"
TXN_111,3500,3500,2026-08-03,2026-08-03,NET_BANKING,"Standard 1:1 settlement match"
TXN_112,7300,7300,2026-08-03,2026-08-03,DEBIT_CARD,"Standard 1:1 settlement match"
TXN_113,1600,1600,2026-08-04,2026-08-04,UPI,"Standard 1:1 settlement match"
TXN_114,8200,8200,2026-08-04,2026-08-04,CREDIT_CARD,"Standard 1:1 settlement match"
TXN_115,2900,2900,2026-08-04,2026-08-04,NET_BANKING,"Standard 1:1 settlement match"
TXN_116,6100,6100,2026-08-04,2026-08-04,DEBIT_CARD,"Standard 1:1 settlement match"
TXN_117,4500,4500,2026-08-05,2026-08-05,UPI,"Standard 1:1 settlement match"
TXN_118,5200,5200,2026-08-05,2026-08-05,CREDIT_CARD,"Standard 1:1 settlement match"
TXN_119,7700,7700,2026-08-05,2026-08-05,NET_BANKING,"Standard 1:1 settlement match"
TXN_120,3800,3800,2026-08-05,2026-08-05,DEBIT_CARD,"Standard 1:1 settlement match"
TXN_121,6400,6400,2026-08-06,2026-08-06,UPI,"Standard 1:1 settlement match"
TXN_122,2100,2100,2026-08-06,2026-08-06,CREDIT_CARD,"Standard 1:1 settlement match"
TXN_123,8900,8900,2026-08-06,2026-08-06,NET_BANKING,"Standard 1:1 settlement match"
TXN_124,1400,1400,2026-08-06,2026-08-06,DEBIT_CARD,"Standard 1:1 settlement match"
TXN_125,5800,5800,2026-08-07,2026-08-07,UPI,"Standard 1:1 settlement match"
TXN_126,3200,3200,2026-08-07,2026-08-07,CREDIT_CARD,"Standard 1:1 settlement match"
TXN_127,7100,7100,2026-08-07,2026-08-07,NET_BANKING,"Standard 1:1 settlement match"
TXN_128,4300,4300,2026-08-07,2026-08-07,DEBIT_CARD,"Standard 1:1 settlement match"
TXN_129,2700,2700,2026-08-08,2026-08-08,UPI,"Standard 1:1 settlement match"
TXN_130,6900,6900,2026-08-08,2026-08-08,CREDIT_CARD,"Standard 1:1 settlement match"
TXN_131,8400,8400,2026-08-08,2026-08-08,NET_BANKING,"Standard 1:1 settlement match"
TXN_132,1900,1900,2026-08-08,2026-08-08,DEBIT_CARD,"Standard 1:1 settlement match"
TXN_133,5300,5300,2026-08-09,2026-08-09,UPI,"Standard 1:1 settlement match"
TXN_134,3600,3600,2026-08-09,2026-08-09,CREDIT_CARD,"Standard 1:1 settlement match"
TXN_135,7800,7800,2026-08-09,2026-08-09,NET_BANKING,"Standard 1:1 settlement match"
TXN_136,4100,4100,2026-08-09,2026-08-09,DEBIT_CARD,"Standard 1:1 settlement match"
TXN_137,10000,9800,2026-08-06,2026-08-06,CREDIT_CARD,"Gross ledger: ₹10,000, Bank payout: ₹9,800 (2% MDR fee deducted)"
TXN_138,20000,19600,2026-08-06,2026-08-06,CREDIT_CARD,"Gross ledger: ₹20,000, Bank payout: ₹19,600 (2% MDR fee deducted)"
TXN_139,30000,29400,2026-08-07,2026-08-07,CREDIT_CARD,"Gross ledger: ₹30,000, Bank payout: ₹29,400 (2% MDR fee deducted)"
TXN_140,15000,14700,2026-08-07,2026-08-07,CREDIT_CARD,"Gross ledger: ₹15,000, Bank payout: ₹14,700 (2% MDR fee deducted)"
TXN_141,50000,49000,2026-08-08,2026-08-08,CREDIT_CARD,"Gross ledger: ₹50,000, Bank payout: ₹49,000 (2% MDR fee deducted)"
TXN_142,25000,24500,2026-08-08,2026-08-08,CREDIT_CARD,"Gross ledger: ₹25,000, Bank payout: ₹24,500 (2% MDR fee deducted)"
TXN_143,40000,39200,2026-08-09,2026-08-09,CREDIT_CARD,"Gross ledger: ₹40,000, Bank payout: ₹39,200 (2% MDR fee deducted)"
TXN_144,12000,11760,2026-08-09,2026-08-09,CREDIT_CARD,"Gross ledger: ₹12,000, Bank payout: ₹11,760 (2% MDR fee deducted)"
TXN_145,18000,17640,2026-08-10,2026-08-10,CREDIT_CARD,"Gross ledger: ₹18,000, Bank payout: ₹17,640 (2% MDR fee deducted)"
TXN_146,35000,34300,2026-08-10,2026-08-10,CREDIT_CARD,"Gross ledger: ₹35,000, Bank payout: ₹34,300 (2% MDR fee deducted)"
TXN_147,60000,58800,2026-08-10,2026-08-10,CREDIT_CARD,"Gross ledger: ₹60,000, Bank payout: ₹58,800 (2% MDR fee deducted)"
TXN_148,8500,8500,2026-08-07,2026-08-10,NET_BANKING,"Initiated Friday Aug 7, settled Monday Aug 10 post-banking holiday"
TXN_149,14000,14000,2026-08-07,2026-08-10,NET_BANKING,"Initiated Friday Aug 7, settled Monday Aug 10 post-banking holiday"
TXN_150,22000,22000,2026-08-07,2026-08-10,NET_BANKING,"Initiated Friday Aug 7, settled Monday Aug 10 post-banking holiday"
TXN_151,9500,9500,2026-08-14,2026-08-17,NET_BANKING,"Initiated Friday Aug 14, settled Monday Aug 17 post-banking holiday"
TXN_152,17500,17500,2026-08-14,2026-08-17,NET_BANKING,"Initiated Friday Aug 14, settled Monday Aug 17 post-banking holiday"
TXN_153,15500,12200,2026-08-12,2026-08-12,UPI,"CRITICAL: Arbitrary ₹3,300 unrecorded deduction with no corresponding chargeback or MDR rate"
TXN_154,4800,0,2026-08-14,PENDING,UPI,"CRITICAL: Ledger payout recorded as success, but 0.00 received in bank settlement feed"
TXN_155,9200,9600,2026-08-15,2026-08-28,UPI,"CRITICAL: Overpayment of ₹400 in bank feed with 13-day settlement latency mismatch"
